date,pair,ts,side,price,qty,day_r
2011-06-27,EURGBP,2011-06-27 08:26:00+00:00,buy,0.88833,1.9685039370078843,0.7627952755905547
2011-06-27,GBPJPY,2011-06-27 07:01:00+00:00,buy,128.89501,0.008726003490401282,0.8210545998503773
2011-06-28,EURUSD,2011-06-28 07:01:00+00:00,sell,1.42604,0.8389261744966492,-1.0396694214876026
2011-06-29,EURUSD,2011-06-29 07:01:00+00:00,buy,1.43894,1.0683760683760644,0.7282698108033668
2011-06-29,GBPJPY,2011-06-29 07:10:00+00:00,buy,129.79201,0.01243781094527316,-1.0597014925373112
2011-07-04,EURGBP,2011-07-04 07:01:00+00:00,sell,0.90132,1.1682242990654341,-0.36261682242991533
2011-07-04,GBPJPY,2011-07-04 07:01:00+00:00,buy,130.08301,0.013157894736842262,-0.5779816513761573
2011-07-05,GBPUSD,2011-07-05 07:01:00+00:00,sell,1.60087,0.7342143906020577,-1.0282352941176471
2011-07-05,EURUSD,2011-07-05 07:17:00+00:00,sell,1.44611,0.5500550055005475,-0.05720572057206332
2011-07-05,EURGBP,2011-07-05 08:18:00+00:00,buy,0.9048299999999999,1.8115942028986336,-1.0869565217391344
2011-07-05,GBPJPY,2011-07-05 07:16:00+00:00,sell,129.81001,0.012953367875647813,-1.0621761658031095
2011-07-06,GBPUSD,2011-07-06 07:01:00+00:00,sell,1.60215,1.0660980810234857,0.5673096976016556
2011-07-06,EURUSD,2011-07-06 07:01:00+00:00,sell,1.44185,1.072961373390584,0.9198344573881335
2011-07-06,EURGBP,2011-07-06 07:01:00+00:00,buy,0.9005299999999999,1.7064846416382322,-1.0819112627986351
2011-07-06,GBPJPY,2011-07-06 07:01:00+00:00,sell,129.51001,0.01108647450110881,0.5071804017270289
2011-07-07,EURGBP,2011-07-07 07:38:00+00:00,sell,0.89381,1.3586956521739069,0.8014363354037267
2011-07-08,GBPJPY,2011-07-08 07:07:00+00:00,buy,129.88501,0.012853470437018604,-1.0616966580976892
2011-07-11,GBPUSD,2011-07-11 07:01:00+00:00,sell,1.59781,0.9208103130754987,0.7215304505320329
2011-07-11,EURUSD,2011-07-11 07:01:00+00:00,sell,1.41684,1.0121457489878656,0.718650110646681
